City,Lat,Lng
Upper Saucon|Pennsylvania|United States,40.54,-75.38
Ghardaia|Ghardaia|Algeria,32.49,3.68
Pohang-si|@|South Korea,36.01,129.33
Orléans|Centre-Loire Valley|France,47.84,1.93
Nawabshah|Sindh|Pakistan,26.24,68.4
Al-Ubayyid|North Kordofan State|Sudan,13.21,30.24
Saint-Étienne|Auvergne-Rhône-Alpes|France,45.43,4.39
Lower Providence Township|Pennsylvania|United States,40.12,-75.42
Fengze District|Fujian|China,24.87,118.67
Duisburg|North Rhine-Westphalia|Germany,51.43,6.8
Vila Real|@|Portugal,41.3,-7.74
Phường An Nghiệp|Can Tho City|Vietnam,10.03,105.77
Walnut Creek|California|United States,37.93,-122.02
Isahaya|@|Japan,32.86,130.03
Laeken - Laken|@|Belgium,50.89,4.36
Rochester|Minnesota|United States,44.02,-92.47
Anderson|South Carolina|United States,34.51,-82.65
Fort McMurray|Alberta|Canada,56.71,-111.35
Sierra Vista|Arizona|United States,31.55,-110.23
Kashan|Isfahan Province|Iran,34.01,51.4
Kincardine|Ontario|Canada,44.33,-81.59
Incheon|@|South Korea,37.54,126.72
Babolsar|Mazandaran Province|Iran,36.7,52.65
Changan|Shaanxi|China,34.16,108.9
Eastbourne|England|United Kingdom,50.77,0.28
Killeen|Texas|United States,31.12,-97.73
Kayseri|@|Turkey,38.74,35.47
Yamagata|@|Japan,38.3,140.35
Fenouillet|Occitania|France,43.67,1.41
Concord|California|United States,37.97,-122.06
Otaru|@|Japan,43.19,140.98
Doylestown Township|Pennsylvania|United States,40.29,-75.13
New Westminster|British Columbia|Canada,49.22,-122.91
Jönköping|@|Sweden,57.78,14.16
Kitui|Kitui County|Kenya,-1.37,38.01
Jaunpur|Uttar Pradesh|India,25.83,82.68
Charleston|West Virginia|United States,38.35,-81.64
Agra|Uttar Pradesh|India,27.19,78.01
L'Aquila|Abruzzo|Italy,42.36,13.38
Luohu District|Guangdong Province|China,22.57,114.1
Wakefield|England|United Kingdom,53.69,-1.51
Gardner|Massachusetts|United States,42.59,-71.98
Fairfield|California|United States,38.23,-122.13
Nuremberg|Bavaria|Germany,49.45,11.08
Gwalior|Madhya Pradesh|India,26.25,78.17
Port Vila|Shefa Province|Vanuatu,-17.73,168.32
Tumakuru|Karnataka|India,13.34,77.12
Härnösands domkyrkodistrikt|@|Sweden,62.63,17.95
"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória|@|Portugal",41.15,-8.62
Mishima|@|Japan,35.12,138.94
Bremerhaven|Free Hanseatic City of Bremen|Germany,53.53,8.58
Vologda|Vologda Oblast|Russia,59.22,39.9
Homyel|Homyel Region|Belarus,52.45,30.99
Vacoas-Phoenix|Plaines Wilhems|Mauritius,-20.29,57.49
New Bedford|Massachusetts|United States,41.64,-70.92
Powell|Tennessee|United States,36.02,-84.03
Bellingham|Washington|United States,48.8,-122.49
Liverpool|England|United Kingdom,53.47,-2.93
Lake Charles|Louisiana|United States,30.22,-93.16
Dammam|Eastern Province|Saudi Arabia,26.39,50.19
Zhanghua City|Taiwan Province|Taiwan,24.08,120.56
Shah Alam|Selangor|Malaysia,3.07,101.52
Vari Municipal Unit|Attica|Greece,37.84,23.81
Roodepoort|Gauteng|South Africa,-26.15,27.92
Borough of Newcastle-under-Lyme|England|United Kingdom,53.0,-2.27
Varna|@|Bulgaria,43.26,28.03
Tirat HaCarmel|Haifa District|Israel,32.77,34.97
Omuta|@|Japan,33.01,130.45
Parma|Emilia-Romagna|Italy,44.8,10.33
Fukushima|@|Japan,37.69,140.47
Al Majma`ah|Riyadh Region|Saudi Arabia,25.87,45.41
Hefei City|Anhui|China,31.85,117.25
Chandrapur|Maharashtra|India,19.97,79.3
Evansville|Indiana|United States,37.97,-87.53
Lancaster|California|United States,34.68,-118.19
Timmins|Ontario|Canada,48.49,-81.2
Fortaleza|Ceará|Brazil,-3.74,-38.54
Nürtingen|Baden-Württemberg|Germany,48.62,9.34
Nevşehir|@|Turkey,38.62,34.72
Yilan|Jilin|China,42.93,129.52
Abington Township|Pennsylvania|United States,40.09,-75.1
Santa Ana|California|United States,33.71,-117.91
"Worcester, England|England|United Kingdom",52.19,-2.18
Petersburg|Virginia|United States,37.21,-77.45
Bujumbura|Bujumbura Mairie|Burundi,-3.38,29.38
Salem|Massachusetts|United States,42.52,-70.9
Forest Acres|South Carolina|United States,34.05,-80.95
Semarang|Central Java|Indonesia,-6.99,110.42
York|Pennsylvania|United States,39.95,-76.73
Regensburg|Bavaria|Germany,49.0,12.1
Kashihara|@|Japan,34.5,135.79
Bhubaneswar Municipal Corporation|Odisha|India,20.27,85.84
Haiphong|@|Vietnam,20.84,106.69
Nerima|@|Japan,35.74,139.67
Nice|Provence-Alpes-Côte d'Azur|France,43.71,7.26
High-tech Zone|Chongqing|China,29.61,106.3
Abbottabad|Khyber Pakhtunkhwa|Pakistan,34.2,73.24
Lower Hutt|Wellington|New Zealand,-41.22,174.88
Manizales|Caldas|Colombia,5.06,-75.49
Pullman|Washington|United States,46.73,-117.18
Meguro|@|Japan,35.64,139.7
Durban|KwaZulu-Natal|South Africa,-29.85,31.01
Bo Ngoen Subdistrict|Pathum Thani Province|Thailand,14.1,100.43
Gaborone|South-East District|Botswana,-24.68,25.88
Ferrisburgh|Vermont|United States,44.2,-73.36
Nagaoka|@|Japan,37.47,138.83
Hilo|Hawaii|United States,19.7,-155.08
Huntington|West Virginia|United States,38.41,-82.43
Lausanne|Vaud|Switzerland,46.51,6.63
Cambiano|Piemont|Italy,44.97,7.77
Burnley|England|United Kingdom,53.81,-2.23
Dibrugarh|Assam|India,27.49,94.91
Tongshan District|Jiangsu|China,34.2,117.18
Cagayan de Oro|@|Philippines,8.49,124.66
دهستان گرمخان|North Khorasan Province|Iran,37.58,57.33
Launceston|Tasmania|Australia,-41.4,147.12
Weldon Spring|Missouri|United States,38.71,-90.68
Rawalpindi|Rawalpindi Cantonment|Pakistan,33.59,73.05
Ulm|Baden-Württemberg|Germany,48.42,9.95
Apia|Tuamasaga|Samoa,-13.85,-171.75
Fort Smith|Arkansas|United States,35.38,-94.37
Leavenworth|Kansas|United States,39.34,-94.92
Quito|Pichincha|Ecuador,-0.21,-78.49
Fort Saskatchewan|Alberta|Canada,53.69,-113.21
Hanover|Lower Saxony|Germany,52.35,9.79
Wardha|Maharashtra|India,20.74,78.59
Gwacheon-si|@|South Korea,37.43,126.98
Bossier City|Louisiana|United States,32.54,-93.65
Tameside|England|United Kingdom,53.49,-2.07
Daly City|California|United States,37.7,-122.47
Gimpo-si|@|South Korea,37.7,126.55
Jinfeng District|Ningxia|China,38.49,106.19
Centerville|Ohio|United States,39.65,-84.11
Hecheng|Hunan|China,27.58,110.02
Sivakasi|Tamil Nadu|India,9.47,77.75
Munakata|@|Japan,33.81,130.59
Petrolina|Pernambuco|Brazil,-9.39,-40.5
Punta Arenas|Region of Magallanes and Chilean Antarctica|Chile,-53.14,-70.88
Jiyang District|Hainan Province|China,18.28,109.5
Arecibo|Puerto Rico|United States,18.47,-66.74
Springfield|Ohio|United States,39.93,-83.81
Andong-si|@|South Korea,36.54,128.8
Gdansk|Pomeranian Voivodeship|Poland,54.34,18.66
Kelsterbach|Hesse|Germany,50.05,8.55
Pelotas|Rio Grande do Sul|Brazil,-31.78,-52.32
Perugia|Umbria|Italy,43.12,12.39
Ávila|Castile and León|Spain,40.66,-4.7
Itabashi|@|Japan,35.78,139.67
Elk Grove|California|United States,38.45,-121.42
Santa Marta|Magdalena|Colombia,11.24,-74.18
East Rutherford|New Jersey|United States,40.81,-74.08
Colombo|Western Province|Sri Lanka,6.93,79.85
Rapperswil-Jona|St. Gallen|Switzerland,47.23,8.83
Hialeah|Florida|United States,25.87,-80.31
East Whiteland Township|Pennsylvania|United States,40.06,-75.54
Ephrata|Washington|United States,47.32,-119.55
Belo Horizonte|Minas Gerais|Brazil,-19.94,-43.93
Jorhat|Assam|India,26.76,94.2
Harlow|England|United Kingdom,51.77,0.09
Paterna|Valencian Community|Spain,39.51,-0.46
Kisumu|Kisumu County|Kenya,-0.1,34.76
Ballari|Karnataka|India,15.15,76.9
Erbil|Erbil Governorate|Iraq,36.19,43.99
Aomori|@|Japan,40.78,140.78
Faro|@|Portugal,37.02,-7.93
Weicheng|Shaanxi|China,34.33,108.71
Toyama|@|Japan,36.6,137.27
Yunyan|Guizhou|China,26.59,106.72
Saratov|Saratov Oblast|Russia,51.53,45.98
Yeongju-si|@|South Korea,36.88,128.53
Kalaburagi|Karnataka|India,17.31,76.83
Iringa|Iringa|Tanzania,-7.76,35.69
Hoofddorp|North Holland|Netherlands,52.3,4.7
Corpus Christi|Texas|United States,27.71,-97.33
North Tyneside|England|United Kingdom,55.02,-1.47
North Kesteven|England|United Kingdom,53.03,-0.51
Douai|Hauts-de-France|France,50.38,3.07
Uzhhorod|Zakarpattia Oblast|Ukraine,48.64,22.29
Monterrey|Nuevo León|Mexico,25.65,-100.29
Izhevsk|Udmurtia|Russia,56.87,53.18
Šiauliai|Siauliai County|Lithuania,55.93,23.32
Maidstone|England|United Kingdom,51.27,0.48
Nagpur|Maharashtra|India,21.18,79.05
Graz|Styria|Austria,47.07,15.45
Silchar|Assam|India,24.83,92.8
Oakdale|Minnesota|United States,45.0,-92.95
Belgrade|Central Serbia|Serbia,44.82,20.46
Shenzhen|Guangdong Province|China,22.54,114.05
Caserta|Campania|Italy,41.07,14.33
Banjarmasin|South Kalimantan|Indonesia,-3.3,114.59
Bushehr|Bushehr Province|Iran,28.91,50.84
Chambéry|Auvergne-Rhône-Alpes|France,45.56,5.91
Nishitokyo|@|Japan,35.74,139.55
Port Sudan|Red Sea State|Sudan,19.61,37.22
Dakar|Dakar Region|Senegal,14.69,-17.46
Norwich|England|United Kingdom,52.62,1.24
Vilnius|Vilnius County|Lithuania,54.73,25.26
Siirt|@|Turkey,37.93,41.94
Hawassa|Sidama|Ethiopia,7.06,38.5
Parres|Asturias|Spain,43.41,-5.23
Udaipur|Rajasthan|India,24.59,73.73
Ithaca|New York|United States,42.45,-76.47
Temerloh|Pahang|Malaysia,3.45,102.45
Newport|Wales|United Kingdom,51.57,-3.03
Abidjan|Abidjan|Côte d'Ivoire,5.32,-4.02
Squamish|British Columbia|Canada,49.69,-123.13
Durango|Durango|Mexico,24.03,-104.65
Cottonwood Heights|Utah|United States,40.63,-111.81
Dwarka|Delhi|India,28.6,77.02
Urmia|West Azerbaijan Province|Iran,37.54,45.08
Newark|Delaware|United States,39.68,-75.75
Kurashiki|@|Japan,34.63,133.81
Bad Tölz|Bavaria|Germany,47.76,11.58
Arnhem|Gelderland|Netherlands,51.99,5.95
Agartala|Tripura|India,23.84,91.29
"Almargem do Bispo, Pêro Pinheiro e Montelavar|@|Portugal",38.84,-9.34
Nashua|New Hampshire|United States,42.74,-71.46
East Lindsey|England|United Kingdom,53.16,0.02
Thika|Kiambu|Kenya,-1.05,37.08
Tacloban|@|Philippines,11.24,125.0
Bogota Capital District - Municipality|@|Colombia,4.64,-74.05
San Bernardino|California|United States,34.13,-117.32
Lakeville|Massachusetts|United States,41.89,-70.97
Craven District|England|United Kingdom,53.96,-2.04
Chesterfield|England|United Kingdom,53.24,-1.4
Gatineau|Quebec|Canada,45.43,-75.71
Arad|@|Romania,46.19,21.31
Yingzhou District|Anhui|China,32.89,115.78
Longview|Texas|United States,32.47,-94.73
Poway|California|United States,32.94,-117.03
Gweru|Midlands Province|Zimbabwe,-19.48,29.8
Stevens Point|Wisconsin|United States,44.53,-89.57
Changzhi High-Tech Development Area|Shanxi|China,36.21,113.11
Penza|Penza Oblast|Russia,53.18,45.0
Wolverhampton|England|United Kingdom,52.59,-2.13
Pardubice|Northeast|Czechia,50.05,15.77
Laoshan District|Shandong|China,36.12,120.48
Philippi|West Virginia|United States,39.16,-80.05
Orem|Utah|United States,40.28,-111.71
Muncie|Indiana|United States,40.2,-85.41
Mount Pleasant Township|Pennsylvania|United States,40.22,-79.49
Kafr El Sheikh|@|Egypt,31.1,30.95
West Whiteland Township|Pennsylvania|United States,40.04,-75.6
Nagaokakyo|@|Japan,34.92,135.7
Xihu|Jiangxi|China,28.65,115.83
Tripoli|Tripoli|Libya,32.87,13.14
Leicester|England|United Kingdom,52.63,-1.14
Grand Forks|North Dakota|United States,47.91,-97.07
Dharamshala|Himachal Pradesh|India,32.22,76.32
Parañaque|@|Philippines,14.47,121.0
Fort Portal|Kabarole|Uganda,0.66,30.29
Ribble Valley|England|United Kingdom,53.94,-2.55
Al Mafraq|Mafraq|Jordan,32.36,36.22
Abiko|@|Japan,35.88,140.05
Muğla|@|Turkey,37.17,28.37
Livorno|Tuscany|Italy,43.57,10.31
New Britain Township|Pennsylvania|United States,40.27,-75.22
North Charleston|South Carolina|United States,32.93,-80.03
Daugavpils|Latgale|Latvia,55.87,26.52
Pelendri|@|Cyprus,34.92,32.96
Kamakura|@|Japan,35.35,139.54
合阳城街道|Chongqing|China,30.0,106.24
Fayetteville|Arkansas|United States,36.07,-94.17
San José de las Lajas|Mayabeque|Cuba,23.0,-82.15
Kermanshah|Kermanshah Province|Iran,34.29,47.03
Palm Harbor|Florida|United States,28.01,-82.78
Newmarket|Ontario|Canada,44.06,-79.46
Qaryat ash Shahid Yunis as Sabawi|Nineveh Governorate|Iraq,36.38,43.14
Sandton|Gauteng|South Africa,-26.04,28.09
Karşıyaka Mahallesi|@|Turkey,38.76,41.49
Santo André|São Paulo|Brazil,-23.64,-46.53
Tikrit|Saladin Governorate|Iraq,34.6,43.68
Mossoró|Rio Grande do Norte|Brazil,-5.2,-37.33
Logan|Utah|United States,41.74,-111.81
Bhagalpur|Bihar|India,25.24,86.99
McAllen|Texas|United States,26.22,-98.25
Viterbo|Lazio|Italy,42.43,12.09
Donggang District|Shandong|China,35.42,119.53
Lüshunkou|Liaoning|China,38.81,121.31
Belém|Pará|Brazil,-1.43,-48.49
Panama City|Florida|United States,30.19,-85.73
Teramo|Abruzzo|Italy,42.66,13.69
Lancaster|England|United Kingdom,54.05,-2.79
Koushi|@|Japan,32.88,130.75
Kassala|@|Sudan,15.46,36.4
Ramadi|Al-Anbar Governorate|Iraq,33.43,43.3
Nalgonda|Telangana|India,17.04,79.25
Croix|Hauts-de-France|France,50.67,3.17
Dasmariñas|Cavite|Philippines,14.32,120.96
Cangshan|Fujian|China,26.09,119.23
Koblenz|Rhineland-Palatinate|Germany,50.34,7.57
Kokkola|@|Finland,63.83,23.16
Amravati|Maharashtra|India,20.96,77.76
Hino|@|Japan,35.67,139.39
Huntsville|Alabama|United States,34.78,-86.57
Unity Township|Pennsylvania|United States,40.29,-79.4
Heerlen|Limburg|Netherlands,50.88,5.96
Catbalogan|Samar|Philippines,11.79,124.89
São José dos Campos|São Paulo|Brazil,-23.22,-45.86
Liège|Liège|Belgium,50.64,5.57
Kingston|Ontario|Canada,44.24,-76.5
Port-Valais|Wallis|Switzerland,46.39,6.85
Hobbs|New Mexico|United States,32.77,-103.19
Lower Southampton Township|Pennsylvania|United States,40.14,-74.99
Karnal|Haryana|India,29.71,76.95
Junagadh|Gujarat|India,21.52,70.46
Sepang|Negeri Sembilan|Malaysia,2.84,101.78
Padua|Veneto|Italy,45.42,11.87
San Luis Potosí|San Luis Potosi|Mexico,22.15,-101.03
Meadville|Pennsylvania|United States,41.65,-80.14
Suncheon-si|@|South Korea,34.97,127.48
Hachinohe|@|Japan,40.48,141.59
Regina|Saskatchewan|Canada,50.45,-104.61
Burlingame|California|United States,37.58,-122.35
Gaza|@|Palestinian Territory,31.52,34.44
Galveston|Texas|United States,29.31,-94.79
Area A (Bamfield)|British Columbia|Canada,48.84,-125.14
Fitchburg|Massachusetts|United States,42.59,-71.79
Vigo|Galicia|Spain,42.17,-8.69
Shelby|North Carolina|United States,35.28,-81.49
Municipal Unit of Echedoros|Macedonia and Thrace|Greece,40.66,22.8
Plattsburgh|New York|United States,44.69,-73.47
Elx / Elche|Valencian Community|Spain,38.27,-0.68
Canterbury|England|United Kingdom,51.28,1.09
Gopalganj|Dhaka Division|Bangladesh,22.97,89.82
Unorganized Kenora District|Ontario|Canada,55.61,-86.78
Elyria|Ohio|United States,41.41,-82.07
Franklin|Tennessee|United States,35.96,-86.89
Luleå|@|Sweden,65.58,22.15
Santa Maria|Rio Grande do Sul|Brazil,-29.68,-53.81
Rasht|Gilan Province|Iran,37.19,49.64
Manesar|Haryana|India,28.33,76.94
Hakodate|@|Japan,41.79,140.81
Westwood|New Jersey|United States,40.99,-74.02
Daphne|Alabama|United States,30.64,-87.91
Moberly|Missouri|United States,39.42,-92.45
San Carlos|California|United States,37.52,-122.26
Melissia Municipal Unit|Attica|Greece,38.05,23.83
Abbotsford|British Columbia|Canada,49.06,-122.34
Ivano-Frankivsk|Ivano-Frankivsk Oblast|Ukraine,48.93,24.7
Kearney|Nebraska|United States,40.7,-99.1
Corvera de Asturias|Asturias|Spain,43.55,-5.86
Anand|Gujarat|India,22.55,72.97
Es Senia|Oran|Algeria,35.64,-0.62
Farmington|New Mexico|United States,36.77,-108.17
Berhampore|West Bengal|India,24.1,88.29
Santa Maria|California|United States,34.94,-120.42
Ashkelon|South District|Israel,31.67,34.57
Murfreesboro|Tennessee|United States,35.85,-86.37
Kushiro|@|Japan,43.02,144.4
Bielefeld|North Rhine-Westphalia|Germany,52.04,8.5
Shimonoseki|@|Japan,33.97,130.93
Jammu|Jammu and Kashmir|India,32.66,74.81
Baku|Baku|Azerbaijan,40.39,49.85
Kaifu|Hunan|China,28.23,113.01
Pushkin|Saint Petersburg|Russia,59.74,30.39
Stafford|England|United Kingdom,52.81,-2.12
Masaka|Masaka|Uganda,-0.33,31.73
Cisco|Texas|United States,32.4,-98.99
Uberlândia|Minas Gerais|Brazil,-18.92,-48.26
Port Angeles|Washington|United States,48.1,-123.41
Jos|Plateau|Nigeria,9.95,8.89
Oradea|@|Romania,47.05,21.92
Dongguan Subdistrict|Shaanxi|China,33.07,107.05
Butte|Montana|United States,46.0,-112.52
Clive|Iowa|United States,41.6,-93.74
Antipolo|Rizal|Philippines,14.63,121.12
Yaounde|Centre|Cameroon,3.86,11.5
Lorain|Ohio|United States,41.44,-82.24
Greenfield|Massachusetts|United States,42.6,-72.63
Kiyose|@|Japan,35.78,139.51
Savar|Dhaka Division|Bangladesh,23.93,90.24
West Valley City|Utah|United States,40.71,-112.0
Rawson|Chubut Province|Argentina,-43.31,-65.04
Leinfelden-Echterdingen|Baden-Württemberg|Germany,48.69,9.17
Kendari|Southeast Sulawesi|Indonesia,-3.97,122.59
Aachen|North Rhine-Westphalia|Germany,50.78,6.08
Maceió|Alagoas|Brazil,-9.52,-35.78
Raiwind|Punjab|Pakistan,31.29,74.17
North Manheim Township|Pennsylvania|United States,40.64,-76.17
Londonderry/Derry|Northern Ireland|United Kingdom,55.0,-7.33
Edmond|Oklahoma|United States,35.66,-97.47
Sumy|Sumy Oblast|Ukraine,50.89,34.84
Karlstad|@|Sweden,59.38,13.51
Vigan|Ilocos Sur|Philippines,17.57,120.38
Dover|Delaware|United States,39.2,-75.56
Kurume|@|Japan,33.32,130.5
Kelurahan Sumbersari|East Java|Indonesia,-7.96,112.62
Kettering|Ohio|United States,39.7,-84.19
South Jordan|Utah|United States,40.55,-112.0
Yakutsk|Sakha Republic|Russia,62.02,129.71
Rutland City|Vermont|United States,43.6,-73.01
Angeles|@|Philippines,15.17,120.59
Adıyaman|@|Turkey,37.74,38.23
Fukagawa|@|Japan,43.72,142.02
Kabul|Kabul Province|Afghanistan,34.53,69.1
Karaj County|@|Iran,35.85,50.93
Marignane|Provence-Alpes-Côte d'Azur|France,43.44,5.23
Reading|Pennsylvania|United States,40.33,-75.93
Pitt Meadows|British Columbia|Canada,49.21,-122.67
Rewa|Madhya Pradesh|India,24.57,81.33
Saint Cloud|Minnesota|United States,45.58,-94.17
Iwakuni|@|Japan,34.14,132.21
Tarragona|Catalonia|Spain,41.12,1.26
Vale of White Horse|England|United Kingdom,51.74,-1.29
Larissa|Thessaly and Central Greece|Greece,39.63,22.38
Kırşehir|@|Turkey,39.14,34.16
Auburn|Maine|United States,44.13,-70.23
Santiago|Santiago Metropolitan Region|Chile,-33.45,-70.66
Ankang City|Shaanxi|China,32.69,109.03
Monaco|@|Monaco,43.73,7.41
Victoria|Buenos Aires|Argentina,-34.45,-58.53
Volgograd|Volgograd Oblast|Russia,48.71,44.53
Markurdi|Benue State|Nigeria,7.72,8.54
Novosibirsk|Novosibirsk Oblast|Russia,54.99,82.9
Mata Redonda|@|Costa Rica,9.93,-84.11
Cartagena|Bolívar|Colombia,10.37,-75.47
Rapid City|South Dakota|United States,44.07,-103.21
Pukou District|Jiangsu|China,32.21,118.72
Auburn|Illinois|United States,39.59,-89.75
Blantyre|Blantyre|Malawi,-15.8,35.02
Great Falls|Montana|United States,47.49,-111.27
Methuen|Massachusetts|United States,42.76,-71.15
Waukesha|Wisconsin|United States,43.0,-88.23
Fujioka|@|Japan,36.28,139.08
Shuibosi|Shanxi|China,40.09,113.35
Rock Island|Illinois|United States,41.5,-90.55
Hämeenlinna|@|Finland,60.98,24.48
Goyang-si|@|South Korea,37.6,126.87
Raichur|Karnataka|India,16.22,77.38
Gilbert|Arizona|United States,33.39,-111.87
Victoria|@|Seychelles,-4.68,55.53
Gijón/Xixón|Asturias|Spain,43.54,-5.66
Hagen|North Rhine-Westphalia|Germany,51.38,7.5
Bikaner|Rajasthan|India,28.01,73.34
Ludwigsburg|Baden-Württemberg|Germany,48.89,9.18
Jiamusi|Heilongjiang|China,46.79,130.36
Aligarh|Uttar Pradesh|India,27.91,78.08
Bridgetown|@|Barbados,13.1,-59.61
Möckern|Saxony-Anhalt|Germany,52.21,11.98
San Ramon|California|United States,37.76,-121.96
Tuscaloosa|Alabama|United States,33.21,-87.56
Karlskrona|@|Sweden,56.18,15.59
Kalyani|West Bengal|India,22.99,88.45
Marina|California|United States,36.66,-121.81
Richmond|Kentucky|United States,37.74,-84.3
Kahrizak RD|@|Iran,35.54,51.42
Yachiyo|@|Japan,35.77,140.1
Neuss|North Rhine-Westphalia|Germany,51.13,6.73
City of Lacombe|Alberta|Canada,52.49,-113.73
Redding|California|United States,40.61,-122.33
South Portland|Maine|United States,43.65,-70.23
Tétouan|@|Morocco,35.56,-5.36
Koszalin|West Pomeranian Voivodeship|Poland,54.2,16.2
Dorayi|Kano State|Nigeria,11.98,8.48
Pyinmana Township|Naypyitaw Union Territory|Myanmar,19.73,96.2
Lufkin|Texas|United States,31.29,-94.73
Kissimmee|Florida|United States,28.33,-81.54
Hebron|@|Palestinian Territory,31.55,35.09
Moorhead|Mississippi|United States,33.44,-90.5
Fargo|North Dakota|United States,46.89,-96.8
Innsbruck|Tyrol|Austria,47.26,11.38
Taohua|Jiangxi|China,28.68,115.86
Shangtang|Zhejiang|China,30.3,120.15
دهستان باغران|South Khorasan Province|Iran,32.85,59.29
Machida|@|Japan,35.57,139.47
Horta (Matriz)|@|Portugal,38.54,-28.63
Donghae-si|@|South Korea,37.5,129.09
St. Helier|@|Jersey,49.18,-2.11
Vitoria-Gasteiz|Autonomous Community of the Basque Country|Spain,42.83,-2.68
Freetown|Western Area|Sierra Leone,8.49,-13.21
Mayagüez|Puerto Rico|United States,18.21,-67.14
Móstoles|Community of Madrid|Spain,40.34,-3.88
Scottsbluff|Nebraska|United States,41.87,-103.64
Nevada|Missouri|United States,37.84,-94.37
Barnsley|England|United Kingdom,53.55,-1.48
Municipio de San Salvador de Jujuy|Jujuy|Argentina,-24.18,-65.33
Tredyffrin Township|Pennsylvania|United States,40.05,-75.5
Irbid|Irbid|Jordan,32.55,35.85
Saint Petersburg|Florida|United States,27.72,-82.69
Kashiwara|@|Japan,34.55,135.65
Nitra|Region of Nitra|Slovakia,48.31,18.09
Rostov-on-Don|Rostov Oblast|Russia,47.22,39.73
São Bernardo do Campo|São Paulo|Brazil,-23.65,-46.58
Taito|@|Japan,35.72,139.77
Portsmouth|New Hampshire|United States,43.07,-70.8
Escondido|California|United States,33.12,-117.05
Kota|Rajasthan|India,25.14,75.8
Vilsbiburg|Bavaria|Germany,48.45,12.36
Isfahan|Isfahan Province|Iran,32.62,51.66
l'Hospitalet de Llobregat|Catalonia|Spain,41.34,2.1
Wakayama|@|Japan,34.19,135.18
Shaoxing|Zhejiang|China,29.99,120.57
Kawanishi|@|Japan,34.82,135.4
Ames|Iowa|United States,42.01,-93.63
Oshkosh|Wisconsin|United States,44.03,-88.56
Borough of Wyre|England|United Kingdom,53.85,-2.76
Johor Bahru|Johor|Malaysia,1.46,103.75
Aberdeen|South Dakota|United States,45.48,-98.49
Sherbrooke|Quebec|Canada,45.45,-71.87
Bitola|Pelagonia Region|North Macedonia,41.03,21.31
Holyoke|Massachusetts|United States,42.2,-72.61
Amber Valley|England|United Kingdom,53.1,-1.39
Trofa|@|Portugal,41.26,-8.57
Bucheon-si|@|South Korea,37.49,126.78
Timișoara|@|Romania,45.78,21.22
Sargodha|Punjab|Pakistan,32.07,72.68
Karmiel|North District|Israel,32.91,35.28
Elkhart|Indiana|United States,41.66,-85.97
Eden Prairie|Minnesota|United States,44.86,-93.47
Friedrichshafen|Baden-Württemberg|Germany,47.67,9.43
Local community Zahum|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,43.34,17.79
Montevideo|Montevideo|Uruguay,-34.89,-56.16
Matanzas|Matanzas|Cuba,23.04,-81.51
Cordova|Andalusia|Spain,37.88,-4.79
Sarnia|Ontario|Canada,42.98,-82.35
Baguio|@|Philippines,16.41,120.6
Sagamihara|@|Japan,35.53,139.43
Tianshan District|Xinjiang|China,43.77,87.62
Greenville|South Carolina|United States,34.87,-82.36
Baqa al-Gharbiyye|Haifa District|Israel,32.42,35.03
As Sayh|Riyadh Region|Saudi Arabia,24.15,47.27
Zlín|Central Moravia|Czechia,49.22,17.66
Atsugi|@|Japan,35.49,139.34
Albert-Eden|Auckland|New Zealand,-36.88,174.71
Saint John|New Brunswick|Canada,45.3,-66.08
Altoona|Pennsylvania|United States,40.52,-78.4
Imphal|Manipur|India,24.8,93.91
Salta|Salta|Argentina,-24.79,-65.4
Saskatoon|Saskatchewan|Canada,52.11,-106.7
Bozeman|Montana|United States,45.67,-111.05
Chenggong District|Yunnan|China,24.93,102.81
Taunton|Massachusetts|United States,41.91,-71.09
شهر بابل|Mazandaran Province|Iran,36.53,52.68
Addison|Texas|United States,32.95,-96.84
Masvingo|Masvingo Province|Zimbabwe,-20.1,30.86
Knowsley|England|United Kingdom,53.42,-2.79
General Santos|South Cotabato|Philippines,6.06,125.1
Radom|Masovian Voivodeship|Poland,51.4,21.17
Fundão|@|Portugal,40.14,-7.5
Lacey|Washington|United States,47.04,-122.82
Bloomington|Indiana|United States,39.17,-86.52
Migdal Haemeq|North District|Israel,32.68,35.25
Lviv|Lviv Oblast|Ukraine,49.83,24.0
Harrisonburg|Virginia|United States,38.44,-78.87
Bismarck|North Dakota|United States,46.83,-100.76
Bratislava|Region of Bratislava|Slovakia,48.15,17.12
Málaga|Andalusia|Spain,36.72,-4.42
Kaliningrad|Kaliningrad|Russia,54.72,20.5
Carlstadt|New Jersey|United States,40.83,-74.06
Howick|Auckland|New Zealand,-36.94,174.88
Samara|Samara Oblast|Russia,53.22,50.17
Peterborough|Ontario|Canada,44.3,-78.32
Cordoba|Córdoba|Argentina,-31.44,-64.19
York|England|United Kingdom,53.96,-1.09
Bashkia Durrës|Northern Albania|Albania,41.32,19.45
Bashar|Bashar|Algeria,31.61,-2.22
Habikino|@|Japan,34.55,135.58
Shihezi City|Xinjiang|China,44.31,86.05
Tahlequah|Oklahoma|United States,35.93,-94.97
Ichihara|@|Japan,35.5,140.17
Greater Sudbury|Ontario|Canada,46.71,-81.01
